gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,High School,8.92,1,1,2072.0,More than 1,A,Platinum,61332
Female,Rural,Bachelor,9.66,1,5,3337.0,More than 1,A,Silver,105624
Female,Urban,High School,7.21,0,4,6637.0,More than 1,A,Platinum,220476
Female,Urban,Bachelor,3.79,0,4,8793.0,More than 1,A,Gold,136596
Male,Urban,High School,6.12,1,2,3162.0,More than 1,,Gold,71460
Female,Urban,High School,3.17,1,6,4918.0,More than 1,A,Platinum,68304
Male,Urban,Bachelor,7.3,1,4,2630.0,1,A,Gold,32064
Male,Rural,High School,7.12,1,4,2200.0,1,A,Gold,48024
Male,Urban,High School,,0,0,5975.0,1,A,Silver,34152
Male,Urban,High School,7.14,1,6,3990.0,1,A,Platinum,32556
Male,Rural,Bachelor,7.27,1,8,2888.0,More than 1,,Gold,470328
Female,Urban,Bachelor,6.0,1,5,2323.0,More than 1,A,Platinum,69324
Male,Urban,High School,6.01,0,6,8936.0,More than 1,B,Platinum,259212
Female,Urban,Bachelor,6.97,0,5,6270.0,1,A,Platinum,30780
Female,Rural,High School,99.2,1,4,2877.0,More than 1,A,Platinum,101064
Female,Urban,Bachelor,66.98,0,7,6557.0,More than 1,A,Gold,194640
Female,Urban,Bachelor,3.02,0,6,6159.0,1,B,Silver,35688
Female,Urban,Bachelor,7.81,1,5,2988.0,More than 1,B,Silver,68880
Female,Rural,Bachelor,,1,7,9241.0,More than 1,B,Platinum,70380
Male,Urban,Bachelor,66.74,1,6,3089.0,1,C,Gold,34932
Female,Urban,Bachelor,9.42,1,3,6176.0,More than 1,A,Platinum,188616
Male,Urban,Bachelor,6.66,0,8,4304.0,More than 1,,Platinum,281700
Female,Rural,High School,7.54,1,6,2863.0,More than 1,A,Gold,96516
Female,Urban,Others,9.09,1,2,0.0,1,B,Silver,30096
Female,Urban,High School,6.53,1,2,6190.0,More than 1,B,Silver,156024
Male,Rural,High School,8.96,1,6,0.0,1,,Gold,29688
Male,Urban,Bachelor,4.02,1,2,3553.0,More than 1,B,Platinum,111204
Male,Urban,High School,7.46,1,1,3892.0,More than 1,B,Platinum,60048
Female,Urban,High School,9.82,0,1,4031.0,1,A,Gold,72780
Male,,High School,7.15,0,6,4273.0,1,B,Platinum,65316
Male,Rural,Bachelor,6.86,1,7,2605.0,1,B,Silver,50700
Male,Urban,Bachelor,5.62,1,8,4459.0,More than 1,A,Platinum,67440
Male,Urban,Bachelor,9.16,1,3,10907.0,More than 1,C,Silver,63384
Male,Urban,Bachelor,,1,6,4021.0,More than 1,A,Platinum,338664
Female,Urban,Bachelor,6.67,1,6,0.0,1,,Gold,32904
Male,Rural,High School,,1,2,5069.0,1,,Platinum,32160
Male,Urban,Bachelor,4.37,1,0,8492.0,More than 1,A,Silver,253224
Male,Urban,High School,9.89,0,6,3699.0,1,,Platinum,37164
Female,Rural,High School,6.14,0,6,5225.0,1,,Silver,33504
Male,Urban,High School,,0,0,6349.0,More than 1,A,Silver,98160
Male,Urban,Bachelor,3.89,1,2,5694.0,More than 1,A,Gold,203532
Female,Urban,Bachelor,,0,4,6599.0,More than 1,B,Platinum,204084
Female,Rural,High School,6.28,0,6,0.0,1,A,Platinum,49020
Male,Urban,Bachelor,3.47,0,1,6611.0,1,A,Platinum,61296
Male,,High School,0.94,0,6,,1,A,Silver,64692
Female,Urban,Bachelor,5.84,0,5,5995.0,More than 1,B,Platinum,62004
Male,Urban,High School,9.7,0,7,9057.0,More than 1,A,Platinum,157884
Male,Urban,High School,5.83,1,6,13691.0,More than 1,A,Platinum,62952
Female,Urban,Bachelor,8.23,0,7,7945.0,More than 1,A,Platinum,49656
Female,Urban,High School,9.06,0,0,10290.0,More than 1,A,Platinum,328548
Male,Urban,Bachelor,,0,3,15691.0,More than 1,A,Silver,199356
Female,Urban,High School,7.5,1,7,3393.0,More than 1,A,Gold,105408
Male,Urban,Others,3.49,0,3,,1,B,Platinum,60480
Male,Rural,Bachelor,2.69,0,4,0.0,1,B,Platinum,32208
Male,Rural,High School,8.17,1,5,2065.0,More than 1,A,Platinum,320268
Female,Urban,Bachelor,4.66,1,4,6179.0,1,A,Gold,38508
Female,Urban,Bachelor,8.36,1,4,6357.0,1,A,Gold,45360
Male,Urban,Bachelor,8.05,1,2,,More than 1,A,Platinum,64464
Male,Urban,High School,8.26,1,7,6011.0,1,A,Platinum,34176
Male,Urban,Bachelor,3.5,1,8,4348.0,More than 1,A,Silver,69312
Female,Urban,Bachelor,8.3,1,6,3222.0,More than 1,A,Gold,103308
Female,Urban,High School,2.59,1,4,5008.0,More than 1,A,Platinum,98160
Male,Urban,Bachelor,2.23,1,5,3655.0,1,B,Silver,70428
Male,Rural,High School,5.39,0,2,,1,A,Platinum,65268
Male,Urban,Bachelor,7.32,1,7,3509.0,More than 1,A,Platinum,110196
Male,,High School,4.67,1,6,,More than 1,B,Gold,261084
Male,Urban,Others,2.01,1,5,3413.0,More than 1,B,Gold,48408
Male,Urban,Bachelor,2.15,1,4,4225.0,More than 1,A,Silver,70548
Male,Rural,Bachelor,7.07,0,5,0.0,1,A,Silver,33336
Female,Urban,High School,6.81,0,5,2684.0,More than 1,,Platinum,520956
Male,Urban,High School,8.17,1,5,3757.0,1,A,Platinum,60756
Male,Rural,High School,6.26,0,1,0.0,More than 1,A,Silver,102384
Male,Urban,Bachelor,8.02,1,5,3982.0,1,A,Platinum,61236
Male,Urban,High School,0.8,0,7,5275.0,More than 1,A,Platinum,70344
Male,Rural,High School,30.96,0,2,0.0,1,B,Platinum,37236
Female,Rural,High School,9.94,0,2,0.0,More than 1,B,Silver,74832
Male,Rural,Bachelor,3.36,1,2,2572.0,More than 1,C,Silver,284376
Male,Urban,High School,7.91,0,2,20400.0,More than 1,A,Platinum,66816
Male,Urban,Bachelor,5.38,0,1,2421.0,More than 1,C,Platinum,63756
Male,Urban,Others,3.96,0,4,16314.0,More than 1,A,Gold,280560
Male,Urban,Bachelor,9.2,0,0,6481.0,More than 1,A,Platinum,112548
Male,Urban,Bachelor,5.27,0,8,2203.0,1,B,Gold,33324
Female,Urban,Bachelor,5.44,1,8,0.0,More than 1,A,Silver,54900
Male,Urban,High School,4.7,0,0,4766.0,More than 1,A,Gold,47832
Male,Urban,Others,7.53,1,7,6664.0,1,B,Platinum,33900
Male,Rural,High School,58.6,1,3,2489.0,More than 1,A,Platinum,59436
Male,Rural,Bachelor,95.55,0,6,3875.0,More than 1,A,Platinum,62028
Female,Urban,Bachelor,1.39,0,7,4293.0,1,B,Silver,33012
Female,Urban,High School,8.4,0,6,12652.0,More than 1,A,Platinum,49872
Female,Urban,High School,7.66,0,4,5249.0,More than 1,A,Platinum,115344
Male,Urban,High School,3.83,0,1,3817.0,More than 1,A,Platinum,305028
Male,Urban,High School,,0,1,4105.0,More than 1,A,Silver,94464
Female,Urban,High School,8.75,0,8,4389.0,More than 1,C,Platinum,235164
Male,Urban,High School,39.78,1,1,10969.0,1,B,Gold,55800
Male,Urban,High School,0.97,0,6,6533.0,More than 1,B,Platinum,175656
Male,Urban,High School,9.29,1,5,7188.0,More than 1,A,Platinum,102000
Male,Urban,High School,6.27,0,1,7151.0,More than 1,A,Gold,165900
Male,Urban,High School,3.0,0,4,5056.0,More than 1,A,Platinum,70104
Female,Urban,Bachelor,,1,0,,More than 1,C,Gold,67764
Female,,High School,9.93,0,6,6020.0,1,B,Silver,34404
Male,Urban,Bachelor,10.84,1,6,2816.0,More than 1,C,Platinum,66888
Female,Urban,Bachelor,3.37,1,7,5642.0,1,A,Gold,31656
Female,Urban,Bachelor,8.8,1,6,2011.0,More than 1,,Silver,72672
Male,Urban,High School,53.82,0,2,8703.0,More than 1,A,Platinum,103968
Male,Urban,High School,3.6,1,6,3926.0,1,A,Gold,55500
Female,Urban,High School,8.76,0,5,3492.0,1,A,Silver,71124
Female,Urban,Bachelor,7.41,0,2,8871.0,More than 1,B,Gold,114804
Female,Urban,Bachelor,4.64,1,4,5432.0,More than 1,A,Platinum,359808
Male,Urban,High School,8.31,1,8,2014.0,More than 1,B,Platinum,44292
Female,Urban,High School,,1,7,0.0,1,A,Platinum,36312
Male,Urban,Bachelor,2.77,1,2,2894.0,More than 1,A,Platinum,103812
Female,Urban,High School,9.82,1,6,5261.0,More than 1,A,Platinum,86208
Female,Urban,Bachelor,4.45,0,7,,1,A,Platinum,30876
Male,Urban,Bachelor,8.33,1,8,6734.0,More than 1,C,Platinum,63120
Male,Urban,High School,9.75,0,4,5462.0,1,A,Silver,34812
Male,Urban,Bachelor,3.85,0,2,2084.0,More than 1,B,Gold,59556
Male,Urban,High School,5.63,0,4,6665.0,1,A,Silver,49704
Female,Urban,High School,8.13,1,4,3206.0,More than 1,A,Silver,72216
Male,,Bachelor,8.64,0,2,16239.0,More than 1,B,Silver,67272
Female,,High School,2.48,0,6,5506.0,1,A,Platinum,55992
Male,,Bachelor,7.77,0,6,11078.0,More than 1,A,Platinum,100044
Male,Urban,High School,9.13,1,6,7140.0,1,B,Gold,53784
Female,Urban,Bachelor,77.75,0,4,13707.0,More than 1,A,Silver,108984
Female,Rural,High School,6.44,0,7,0.0,1,B,Gold,40596
Female,Rural,High School,6.82,0,0,5230.0,More than 1,A,Platinum,67104
Female,Rural,High School,2.52,1,4,0.0,More than 1,B,Silver,82140
Female,Rural,Bachelor,6.63,0,6,5241.0,More than 1,A,Silver,101820
Male,Rural,High School,8.35,1,8,3694.0,More than 1,A,Platinum,95808
Male,Urban,High School,6.19,1,8,4362.0,More than 1,A,Gold,66264
Male,Rural,High School,8.69,1,6,6170.0,1,A,Platinum,41328
Male,,Bachelor,3.73,1,2,3580.0,More than 1,B,Platinum,105588
Female,,High School,5.53,1,7,7012.0,More than 1,,Gold,64068
Male,Urban,High School,6.49,1,4,6105.0,1,A,Platinum,30300
Female,Rural,Bachelor,,1,7,0.0,More than 1,B,Platinum,65244
Male,Urban,High School,,0,7,0.0,More than 1,A,Platinum,50328
Male,Urban,High School,6.31,1,6,2299.0,1,B,Platinum,75036
Female,Urban,Bachelor,9.8,0,4,5142.0,1,A,Gold,45840
Male,Urban,High School,6.57,0,6,5432.0,1,A,Platinum,37404
Female,Urban,Bachelor,6.21,1,4,9611.0,More than 1,B,Platinum,102756
Female,Rural,Bachelor,5.53,1,7,9522.0,More than 1,B,Platinum,115032
Female,Urban,High School,4.13,0,7,3593.0,More than 1,A,Platinum,232032
Male,Urban,Bachelor,4.66,1,3,6050.0,More than 1,A,Platinum,159756
Male,Urban,Bachelor,3.5,0,5,15044.0,More than 1,A,Gold,319164
Female,Urban,High School,8.91,0,7,7062.0,More than 1,A,Platinum,68280
Male,Rural,Bachelor,7.3,1,4,2624.0,More than 1,,Platinum,63276
Male,Rural,High School,51.59,0,4,0.0,1,B,Platinum,29160
Male,Urban,High School,3.77,1,8,4376.0,More than 1,A,Gold,64932
Male,Urban,High School,2.3,0,4,6951.0,More than 1,B,Platinum,71400
Female,Urban,High School,5.29,0,8,4453.0,More than 1,B,Silver,67536
Female,Urban,High School,4.18,0,3,3598.0,More than 1,B,Platinum,82224
Male,Rural,Bachelor,3.79,1,0,5788.0,More than 1,B,Silver,68784
Female,Urban,High School,8.59,0,0,3674.0,More than 1,A,Platinum,64140
Male,Rural,Bachelor,54.74,1,1,3349.0,1,B,Silver,58692
Female,Urban,High School,3.96,0,4,7598.0,More than 1,A,Silver,64788
Female,Urban,High School,,0,6,2524.0,More than 1,C,Platinum,56856
Male,Urban,High School,4.38,1,6,4657.0,More than 1,B,Silver,67536
Male,,High School,9.65,0,8,3880.0,More than 1,A,Platinum,61860
Male,Urban,High School,8.54,1,4,3131.0,1,A,Silver,31392
Male,,High School,9.63,0,6,4567.0,More than 1,A,Platinum,71748
Female,Urban,High School,8.15,0,5,8000.0,1,C,Gold,61524
Male,Urban,Bachelor,7.42,1,8,6684.0,More than 1,A,Silver,56796
Female,Urban,High School,3.95,1,3,5547.0,More than 1,B,Gold,133164
Female,Rural,High School,6.83,1,6,0.0,More than 1,B,Silver,73236
Female,Urban,Bachelor,4.69,1,6,2687.0,More than 1,A,Platinum,103980
Female,Urban,High School,7.65,0,4,5846.0,More than 1,A,Platinum,608808
Male,,High School,9.02,0,1,,More than 1,B,Platinum,62328
Female,Urban,High School,7.69,1,2,6956.0,More than 1,A,Platinum,108252
Male,Rural,High School,8.15,1,6,0.0,1,A,Platinum,65856
Male,Urban,Bachelor,8.68,0,4,10110.0,1,A,Platinum,39060
Male,Urban,High School,6.63,1,2,6345.0,More than 1,A,Platinum,97824
Male,Urban,Bachelor,3.87,0,3,4478.0,More than 1,B,Platinum,65292
Female,,Bachelor,57.68,1,6,,More than 1,A,Platinum,153012
Female,Urban,Bachelor,4.02,1,7,3530.0,1,B,Silver,35328
Male,Urban,High School,8.11,1,0,,More than 1,B,Silver,115428
Male,Rural,Others,82.21,1,2,0.0,1,A,Platinum,32064
Female,Rural,Others,8.01,1,5,2475.0,More than 1,C,Platinum,75660
Female,Urban,Bachelor,6.18,1,3,3565.0,1,A,Platinum,27972
Male,Rural,High School,9.46,1,4,0.0,More than 1,A,Silver,65508
Male,Urban,High School,2.25,1,1,4839.0,1,A,Platinum,34680
Female,Urban,Bachelor,4.7,0,4,5751.0,More than 1,A,Platinum,94368
Female,Urban,Bachelor,,0,1,6190.0,More than 1,A,Platinum,66552
Male,Urban,High School,9.73,1,8,4145.0,More than 1,A,Gold,60564
Male,Urban,Bachelor,,1,5,2912.0,More than 1,A,Gold,72552
Female,Urban,Bachelor,4.69,1,8,0.0,More than 1,A,Gold,28584
Male,Urban,High School,1.09,1,2,10180.0,More than 1,B,Gold,108744
Female,Rural,Bachelor,8.82,0,4,0.0,1,A,Platinum,32292
Female,Urban,High School,,0,3,6369.0,1,A,Silver,32184
Female,Rural,Bachelor,18.41,1,6,0.0,More than 1,B,Platinum,43068
Male,,High School,3.6,0,3,12391.0,More than 1,A,Platinum,270096
Female,Urban,Bachelor,3.21,0,4,8095.0,More than 1,C,Platinum,66120
Female,Urban,High School,4.7,1,7,5937.0,1,A,Platinum,51396
Male,Urban,High School,3.91,0,5,4583.0,More than 1,B,Gold,57504
Male,Rural,Bachelor,38.71,1,0,0.0,1,A,Gold,35004
Female,Urban,High School,6.39,1,6,3979.0,1,C,Platinum,52500
Male,Rural,Bachelor,6.62,1,4,0.0,More than 1,B,Platinum,93204
Female,Rural,Bachelor,5.88,1,5,0.0,More than 1,A,Gold,70824
Male,Rural,Bachelor,9.61,0,1,4574.0,More than 1,A,Platinum,52608
Male,Urban,High School,5.39,1,4,0.0,1,A,Gold,60792
Male,Urban,Bachelor,14.17,0,4,,More than 1,A,Platinum,66468
Female,Rural,Bachelor,,1,4,3583.0,More than 1,C,Silver,100080
Male,Rural,Bachelor,61.7,0,1,0.0,More than 1,B,Platinum,47268
Male,Rural,High School,9.82,1,6,2394.0,1,C,Gold,35568
Female,Urban,High School,40.49,0,4,5934.0,1,A,Silver,36072
Male,Urban,Bachelor,5.74,1,0,0.0,More than 1,A,Gold,65988
Male,Urban,High School,5.39,1,2,5668.0,More than 1,C,Platinum,291336
Male,Urban,High School,0.83,0,6,6445.0,More than 1,A,Silver,115908
Female,Rural,Bachelor,6.39,1,0,0.0,More than 1,A,Platinum,61584
Male,Urban,Bachelor,5.28,1,1,5191.0,1,A,Platinum,36696
Female,Urban,Bachelor,6.85,0,8,2630.0,More than 1,A,Platinum,111408
Female,Urban,High School,44.46,0,5,3992.0,1,A,Platinum,29688
Female,Urban,Bachelor,3.13,1,2,6572.0,More than 1,A,Gold,66456
Female,Urban,Bachelor,66.52,1,5,2218.0,More than 1,B,Platinum,73644
Male,Urban,Bachelor,4.84,1,1,3992.0,More than 1,A,Platinum,112224
Female,Rural,High School,94.95,0,8,0.0,1,B,Platinum,35208
Male,Urban,Bachelor,7.0,1,3,0.0,More than 1,A,Platinum,386664
Male,Rural,High School,6.87,0,7,5450.0,1,,Gold,34428
Male,Urban,Bachelor,5.21,0,8,4199.0,More than 1,B,Platinum,110760
Female,Rural,Others,77.51,0,6,2545.0,More than 1,B,Platinum,91008
Male,Rural,High School,15.34,1,3,,1,A,Platinum,32976
Male,Urban,High School,6.72,0,5,6220.0,More than 1,B,Platinum,63384
Female,Urban,High School,2.87,1,1,7900.0,More than 1,,Platinum,66228
Female,Urban,High School,3.07,0,6,3865.0,More than 1,,Silver,99564
Female,Rural,Bachelor,9.46,1,7,2847.0,More than 1,A,Platinum,299148
Male,Urban,High School,1.42,0,1,12655.0,More than 1,A,Platinum,61512
Male,Urban,Bachelor,6.78,0,2,4758.0,More than 1,C,Platinum,145248
Male,Urban,Bachelor,39.79,0,6,0.0,More than 1,,Gold,68556
Female,Rural,High School,5.7,1,4,2318.0,1,B,Platinum,32832
Female,Rural,High School,8.6,1,5,3218.0,More than 1,A,Platinum,95496
Female,,Bachelor,4.33,1,0,3860.0,1,A,Silver,32460
Male,Urban,High School,3.08,1,8,3526.0,More than 1,B,Silver,65424
Male,Urban,High School,9.67,1,7,5007.0,1,B,Silver,38388
Male,Urban,Bachelor,4.83,1,6,3052.0,1,B,Platinum,53580
Female,Rural,High School,6.54,0,6,2416.0,More than 1,A,Gold,104844
Male,Urban,High School,3.03,1,8,5695.0,1,,Silver,35076
Female,Rural,Bachelor,69.41,1,6,0.0,More than 1,C,Gold,67788
Male,Rural,High School,5.13,1,5,5487.0,More than 1,B,Platinum,104700
Male,Rural,Bachelor,8.44,0,6,2087.0,More than 1,A,Gold,299892
Female,,High School,9.61,1,7,2781.0,More than 1,A,Platinum,52296
Male,Urban,Bachelor,6.03,1,6,0.0,More than 1,A,Platinum,102204
Female,Urban,Others,1.68,1,2,3737.0,More than 1,A,Gold,62652
Male,Urban,Bachelor,9.34,1,8,4771.0,More than 1,A,Gold,68868
Male,Rural,Bachelor,6.29,1,5,0.0,More than 1,A,Gold,49500
Male,Urban,Bachelor,0.37,1,1,15441.0,More than 1,B,Gold,70092
Male,Urban,Bachelor,6.44,1,7,9040.0,More than 1,C,Gold,64668
Male,Rural,High School,9.57,1,2,2579.0,More than 1,,Gold,74472
Female,Urban,High School,80.3,1,8,10121.0,More than 1,A,Gold,127980
Male,Urban,High School,9.47,1,6,4267.0,More than 1,B,Silver,67236
Female,Rural,High School,8.9,1,7,4761.0,1,A,Platinum,39624
Male,Rural,Bachelor,4.88,0,5,0.0,More than 1,B,Silver,67224
Female,Urban,High School,2.69,0,6,6573.0,More than 1,B,Gold,105456
Female,Urban,High School,16.99,1,5,10930.0,More than 1,A,Platinum,52212
Female,Urban,High School,2.85,0,4,0.0,More than 1,A,Silver,137532
Female,Rural,Others,96.02,1,1,3474.0,1,B,Silver,38268
Female,Rural,High School,96.19,1,2,5377.0,1,A,Gold,30324
Male,,High School,8.68,0,8,8154.0,More than 1,A,Platinum,107784
Female,Urban,Bachelor,,1,5,2119.0,More than 1,A,Platinum,61464
Female,Urban,High School,3.33,1,6,3942.0,More than 1,A,Gold,69420
Male,Rural,Bachelor,5.83,1,5,0.0,1,B,Platinum,34452
Female,Rural,High School,9.6,0,8,0.0,More than 1,B,Gold,165864
Male,Rural,High School,5.7,1,5,0.0,More than 1,A,Platinum,53136
Male,Urban,High School,77.75,1,5,7003.0,More than 1,C,Silver,226332
Male,Urban,High School,9.51,0,0,0.0,1,A,Platinum,71448
Male,Urban,High School,8.27,1,8,7515.0,1,C,Platinum,62184
Male,Urban,Others,2.49,0,6,7699.0,More than 1,B,Silver,62268
Male,Urban,High School,3.86,0,7,,More than 1,B,Gold,464028
Female,Urban,Bachelor,18.72,0,4,3860.0,More than 1,B,Silver,93384
Male,Urban,High School,2.79,0,6,4078.0,More than 1,,Platinum,89976
Male,Rural,Bachelor,5.19,1,7,2809.0,More than 1,A,Gold,203064
Female,,Bachelor,63.0,0,5,0.0,More than 1,A,Silver,78804
Male,Urban,Bachelor,48.48,0,8,6401.0,More than 1,C,Gold,104028
Female,Rural,High School,9.21,0,6,4556.0,1,C,Gold,36444
Male,Urban,Bachelor,7.03,1,1,4098.0,1,A,Gold,35880
Male,Urban,High School,8.25,0,4,4245.0,More than 1,B,Silver,58896
Female,Urban,Bachelor,4.68,0,3,,More than 1,C,Silver,69984
Female,Urban,Bachelor,5.09,0,7,5562.0,1,A,Platinum,60072
Female,,Bachelor,6.06,1,5,4010.0,More than 1,A,Platinum,65508
Female,Rural,High School,,1,4,2708.0,More than 1,B,Silver,60792
Female,Urban,High School,8.84,0,6,6106.0,More than 1,A,Platinum,90336
Male,Urban,High School,2.4,0,8,5862.0,1,B,Silver,33048
Male,Urban,High School,5.34,0,3,2749.0,1,A,Platinum,56472
Female,Urban,Bachelor,6.84,1,1,5637.0,More than 1,A,Platinum,62364
Female,Rural,Bachelor,5.27,1,8,,More than 1,B,Platinum,65820
Male,Urban,High School,19.88,1,5,6012.0,1,B,Gold,52752
Male,,Bachelor,5.19,0,3,2223.0,More than 1,A,Silver,130140
Female,Urban,High School,48.44,0,3,,More than 1,A,Platinum,65364
Male,Rural,High School,5.37,1,1,2770.0,More than 1,,Platinum,93576
Male,Urban,High School,4.81,1,7,4338.0,More than 1,A,Platinum,50424
Male,,Bachelor,9.62,1,3,3922.0,More than 1,A,Silver,30072
Male,Rural,High School,7.06,1,2,4670.0,1,A,Gold,33096
Male,Urban,Bachelor,2.92,0,8,5788.0,More than 1,A,Platinum,381840
Male,Urban,High School,66.56,0,2,4868.0,More than 1,A,Platinum,68724
Female,Rural,High School,7.21,0,4,3023.0,1,B,Gold,55824
Male,Urban,High School,,0,2,6006.0,1,B,Silver,30384
Male,Urban,High School,8.89,0,4,13629.0,More than 1,C,Platinum,139584
Male,Urban,Bachelor,8.57,1,6,5901.0,More than 1,A,Platinum,115332
Male,Urban,Others,3.43,1,4,3290.0,More than 1,B,Silver,77676
Female,Urban,Bachelor,7.82,1,4,0.0,1,A,Silver,53364
Male,Rural,High School,50.41,0,4,2244.0,1,B,Platinum,33504
Male,Urban,Bachelor,3.26,1,6,5853.0,More than 1,B,Silver,60192
Female,Urban,Bachelor,3.51,0,4,7078.0,More than 1,C,Platinum,65208
Female,,High School,7.58,1,8,6762.0,More than 1,A,Platinum,100512
Male,Urban,Bachelor,,1,2,0.0,More than 1,,Gold,119028
Male,Urban,High School,6.22,1,3,3079.0,More than 1,A,Platinum,79572
Female,Urban,High School,47.32,1,7,5712.0,More than 1,C,Platinum,134652
Male,Rural,Bachelor,8.77,0,8,2291.0,More than 1,B,Platinum,69288
Male,Urban,Bachelor,5.7,1,6,,More than 1,A,Platinum,71376
Female,Urban,Bachelor,73.46,1,4,5849.0,1,A,Silver,66444
Female,Urban,Bachelor,8.09,0,5,,More than 1,A,Platinum,58656
Female,Urban,Bachelor,9.97,0,1,3001.0,More than 1,,Platinum,454500
Female,Urban,High School,9.87,1,5,0.0,More than 1,B,Silver,65424
Male,Urban,Bachelor,9.71,0,1,0.0,1,B,Silver,36792
Female,Rural,High School,80.15,1,2,2924.0,1,,Silver,52080
Female,Rural,Bachelor,3.55,0,2,5371.0,More than 1,A,Silver,238452
Female,Rural,Bachelor,,0,6,0.0,1,B,Platinum,48936
Male,Urban,Bachelor,5.08,1,6,,1,B,Silver,38532
Male,Urban,High School,17.43,1,5,3979.0,More than 1,A,Silver,243480
Male,Rural,High School,,1,3,,More than 1,A,Platinum,72216
Male,Rural,Bachelor,7.08,0,5,2447.0,More than 1,,Platinum,91788
Female,Urban,High School,4.9,1,3,0.0,More than 1,A,Silver,65484
Male,Urban,High School,3.22,0,6,12439.0,More than 1,B,Platinum,142416
Male,Urban,Bachelor,0.21,0,1,6394.0,1,A,Silver,69912
Male,Urban,Bachelor,32.58,1,6,2981.0,More than 1,A,Platinum,67188
Male,Rural,High School,92.45,0,5,2554.0,More than 1,A,Silver,164220
Male,Urban,High School,5.9,1,2,6429.0,More than 1,A,Platinum,49260
Male,Urban,Bachelor,9.25,1,6,5439.0,1,A,Platinum,32172
Male,Urban,High School,3.15,0,7,3967.0,More than 1,A,Platinum,310068
Male,,Bachelor,2.53,0,5,0.0,More than 1,A,Gold,52908
Female,Urban,High School,6.29,1,1,0.0,1,A,Platinum,37968
Female,Rural,Bachelor,40.02,0,5,0.0,More than 1,A,Gold,102360
Male,Urban,Bachelor,7.04,1,3,3892.0,More than 1,A,Platinum,64428
Male,,Bachelor,31.38,1,1,3810.0,More than 1,A,Silver,63072
Male,Urban,Bachelor,5.4,0,4,3213.0,More than 1,B,Platinum,60060
Male,Urban,Bachelor,2.19,0,6,5711.0,1,A,Silver,33120
Male,,High School,7.44,0,2,,1,,Silver,36264
Male,Rural,Others,53.25,0,6,3903.0,1,B,Silver,37164
Male,Urban,Bachelor,6.36,0,5,5064.0,More than 1,A,Gold,131796
Female,Urban,Bachelor,7.5,0,7,7349.0,1,A,Silver,133836
Female,Urban,Bachelor,39.64,0,6,7160.0,More than 1,A,Platinum,126228
Male,Urban,High School,4.49,1,8,6308.0,More than 1,,Platinum,257064
Male,Rural,Bachelor,5.41,1,5,3352.0,1,B,Platinum,62112
Female,Urban,High School,3.72,1,5,6882.0,1,A,Platinum,31488
Male,Urban,High School,9.25,0,5,11095.0,More than 1,B,Gold,73932
Male,Urban,Bachelor,9.29,1,3,6436.0,1,B,Silver,33876
Female,Urban,High School,8.8,1,6,3740.0,More than 1,B,Silver,61716
Female,Urban,High School,6.76,1,6,0.0,1,B,Silver,65028
Male,Urban,High School,4.86,1,8,6643.0,More than 1,A,Platinum,319848
Female,Urban,Bachelor,9.73,0,8,2782.0,More than 1,A,Silver,57756
Male,Rural,Bachelor,4.21,1,3,0.0,1,B,Silver,34116
Male,Urban,Bachelor,9.69,1,7,0.0,1,A,Platinum,42888
Female,Urban,Bachelor,3.51,0,6,4366.0,More than 1,A,Platinum,92880
Female,Urban,High School,5.94,0,2,7772.0,More than 1,A,Platinum,60156
Male,Urban,Bachelor,4.29,1,0,6311.0,1,A,Silver,34068
Female,Urban,High School,7.66,0,8,5087.0,More than 1,B,Silver,66708
Female,Urban,High School,7.8,0,2,,More than 1,C,Platinum,283968
Male,Urban,High School,8.56,1,6,3803.0,More than 1,A,Platinum,151296
Male,Urban,Others,19.56,1,0,5930.0,More than 1,A,Platinum,268524
Male,,High School,8.74,1,5,2061.0,1,A,Platinum,53568
Male,Urban,High School,6.28,1,4,3659.0,More than 1,A,Platinum,102948
Female,Urban,Bachelor,2.53,0,7,5441.0,1,A,Platinum,32268
Female,Urban,Bachelor,4.66,0,7,0.0,More than 1,B,Silver,74748
Male,Urban,High School,9.45,1,8,2488.0,More than 1,A,Platinum,147096
Male,Rural,High School,27.06,0,6,3560.0,1,A,Platinum,33732
Female,Urban,Bachelor,4.31,0,7,5500.0,1,C,Gold,32844
Female,Urban,High School,75.78,0,1,,More than 1,B,Gold,53388
Male,Urban,High School,4.0,1,6,5638.0,More than 1,A,Platinum,62124
Female,Rural,High School,8.49,1,7,0.0,1,B,Silver,45456
Male,Urban,High School,8.6,0,8,10439.0,1,B,Platinum,46812
Male,Urban,High School,6.06,0,4,6162.0,1,B,Silver,36084
Female,Rural,Others,8.37,1,7,,More than 1,A,Platinum,63888
Male,,Others,73.79,1,4,3475.0,1,B,Silver,81744
Male,Urban,High School,3.09,0,7,3662.0,More than 1,A,Platinum,115584
Female,Rural,Bachelor,6.98,1,4,0.0,1,B,Platinum,59352
Female,Rural,High School,8.45,1,4,0.0,1,C,Gold,54708
Female,Rural,High School,7.99,1,7,4388.0,1,A,Gold,33228
Female,Rural,Bachelor,5.11,1,0,5768.0,1,A,Platinum,34416
Female,Urban,Bachelor,9.58,0,5,5349.0,More than 1,B,Silver,62760
Female,Rural,Bachelor,8.29,0,5,5197.0,1,A,Platinum,48708
